PO_ID,reason,Comments
PO1119,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (417) exceeds ordered quantity (158).; ASN shipped quantity (432) does not match GRN received quantity (417).; Expected invoice amount (53694.72) does not match invoice amount (4198.61).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-03).
PO1120,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (39) is less than ordered quantity (162).; ASN shipped quantity (127) does not match GRN received quantity (39).; Expected invoice amount (13162.50) does not match invoice amount (3922.56).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-18).
PO1121,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (306) exceeds ordered quantity (183).; ASN shipped quantity (161) does not match GRN received quantity (306).; Expected invoice amount (21606.81) does not match invoice amount (5525.27).
PO1122,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (193) exceeds ordered quantity (68).; ASN shipped quantity (196) does not match GRN received quantity (193).; Expected invoice amount (6054.72) does not match invoice amount (3652.50).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-31).
PO1123,Missing GRN,No GRN record found for this PO.
PO1124,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (319) exceeds ordered quantity (158).; ASN shipped quantity (178) does not match GRN received quantity (319).; Expected invoice amount (23257.60) does not match invoice amount (2989.87).; Earliest received date (2025-08-11) is after the PO delivery date (2025-06-26).
PO1125,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (283) exceeds ordered quantity (159).; ASN shipped quantity (259) does not match GRN received quantity (283).; Expected invoice amount (53032.86) does not match invoice amount (5108.00).; Earliest received date (2025-08-06) is after the PO delivery date (2025-06-19).
PO1126,Missing GRN,No GRN record found for this PO.
PO1127,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (246) exceeds ordered quantity (51).; ASN shipped quantity (308) does not match GRN received quantity (246).; Expected invoice amount (11989.08) does not match invoice amount (7751.11).
PO1128,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (108) exceeds ordered quantity (70).; ASN shipped quantity (112) does not match GRN received quantity (108).; Expected invoice amount (31162.60) does not match invoice amount (8079.62).; Earliest received date (2025-08-08) is after the PO delivery date (2025-07-21).
PO1129,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (217) exceeds ordered quantity (196).; ASN shipped quantity (290) does not match GRN received quantity (217).; Expected invoice amount (60023.04) does not match invoice amount (4018.63).; Earliest received date (2025-08-04) is after the PO delivery date (2025-07-08).
PO1130,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (326) exceeds ordered quantity (50).; ASN shipped quantity (114) does not match GRN received quantity (326).; Expected invoice amount (16366.50) does not match invoice amount (9588.77).
PO1131,Missing GRN,No GRN record found for this PO.
PO1132,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (109) exceeds ordered quantity (91).; ASN shipped quantity (129) does not match GRN received quantity (109).; Expected invoice amount (37373.70) does not match invoice amount (7318.99).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-24).
PO1133,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (90) is less than ordered quantity (124).; ASN shipped quantity (112) does not match GRN received quantity (90).; Expected invoice amount (37916.72) does not match invoice amount (8043.48).
PO1134,Missing GRN,No GRN record found for this PO.
PO1135,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (118) exceeds ordered quantity (93).; ASN shipped quantity (148) does not match GRN received quantity (118).; Expected invoice amount (20014.53) does not match invoice amount (8059.08).
PO1136,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (132) is less than ordered quantity (141).; ASN shipped quantity (120) does not match GRN received quantity (132).; Expected invoice amount (34924.29) does not match invoice amount (2771.05).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-20).
PO1137,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (429) exceeds ordered quantity (99).; ASN shipped quantity (228) does not match GRN received quantity (429).; Expected invoice amount (14396.58) does not match invoice amount (7362.12).; Earliest received date (2025-08-06) is after the PO delivery date (2025-08-05).
PO1138,Missing GRN,No GRN record found for this PO.
PO1139,Missing GRN,No GRN record found for this PO.
PO1140,Missing GRN,No GRN record found for this PO.
PO1141,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (182) exceeds ordered quantity (141).; ASN shipped quantity (122) does not match GRN received quantity (182).; Expected invoice amount (12324.81) does not match invoice amount (6968.43).
PO1142,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (198) exceeds ordered quantity (190).; ASN shipped quantity (291) does not match GRN received quantity (198).; Expected invoice amount (25123.70) does not match invoice amount (3724.12).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-13).
PO1143,Missing GRN,No GRN record found for this PO.
PO1144,Missing GRN,No GRN record found for this PO.
PO1145,Missing GRN,No GRN record found for this PO.
PO1146,Missing GRN,No GRN record found for this PO.
PO1147,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (279) exceeds ordered quantity (83).; ASN shipped quantity (171) does not match GRN received quantity (279).; Expected invoice amount (26300.21) does not match invoice amount (1985.32).; Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).
PO1148,Missing GRN,No GRN record found for this PO.
PO1149,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (386) exceeds ordered quantity (118).; ASN shipped quantity (446) does not match GRN received quantity (386).; Expected invoice amount (27416.12) does not match invoice amount (1061.53).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).
PO1150,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (189) exceeds ordered quantity (65).; ASN shipped quantity (163) does not match GRN received quantity (189).; Expected invoice amount (11876.80) does not match invoice amount (2594.01).
PO1151,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (88) exceeds ordered quantity (58).; ASN shipped quantity (47) does not match GRN received quantity (88).; Expected invoice amount (11198.06) does not match invoice amount (2705.46).; Earliest received date (2025-08-05) is after the PO delivery date (2025-07-09).
PO1152,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (199) exceeds ordered quantity (171).; ASN shipped quantity (94) does not match GRN received quantity (199).; Expected invoice amount (42715.80) does not match invoice amount (4147.37).; Earliest received date (2025-08-12) is after the PO delivery date (2025-08-02).
PO1153,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (64) is less than ordered quantity (172).; ASN shipped quantity (137) does not match GRN received quantity (64).; Expected invoice amount (68304.64) does not match invoice amount (4655.55).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-17).
PO1154,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (104) is less than ordered quantity (191).; ASN shipped quantity (224) does not match GRN received quantity (104).; Expected invoice amount (68106.78) does not match invoice amount (7895.54).
PO1155,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (553) exceeds ordered quantity (72).; ASN shipped quantity (445) does not match GRN received quantity (553).; Expected invoice amount (18015.84) does not match invoice amount (1049.20).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-17).
PO1156,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (233) exceeds ordered quantity (79).; ASN shipped quantity (339) does not match GRN received quantity (233).; Expected invoice amount (14554.96) does not match invoice amount (9526.11).; Earliest received date (2025-08-01) is after the PO delivery date (2025-06-30).
PO1157,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (159) is less than ordered quantity (198).; ASN shipped quantity (168) does not match GRN received quantity (159).; Expected invoice amount (93032.28) does not match invoice amount (4027.64).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-16).
PO1158,Missing GRN,No GRN record found for this PO.
PO1159,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (175) exceeds ordered quantity (120).; ASN shipped quantity (57) does not match GRN received quantity (175).; Expected invoice amount (27174.00) does not match invoice amount (9991.14).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-09).
PO1160,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (360) exceeds ordered quantity (70).; ASN shipped quantity (415) does not match GRN received quantity (360).; Expected invoice amount (10404.10) does not match invoice amount (9242.37).; Earliest received date (2025-08-07) is after the PO delivery date (2025-07-07).
