PO_ID,reason,comments
PO1111,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-08-05).
PO1111,Total price discrepancy,Expected invoice amount (36017.41) does not match invoice amount (9542.15).
PO1111,Under-delivery,Total received quantity (62) is less than ordered quantity (89).
PO1112,ASN/GRN mismatch,ASN shipped quantity (174) does not match GRN received quantity (297).
PO1112,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-03).
PO1112,Over-delivery,Total received quantity (297) exceeds ordered quantity (194).
PO1112,Total price discrepancy,Expected invoice amount (22032.58) does not match invoice amount (7283.74).
PO1113,ASN/GRN mismatch,ASN shipped quantity (155) does not match GRN received quantity (212).
PO1113,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-13).
PO1113,Over-delivery,Total received quantity (212) exceeds ordered quantity (184).
PO1113,Total price discrepancy,Expected invoice amount (77206.40) does not match invoice amount (7659.41).
PO1114,ASN/GRN mismatch,ASN shipped quantity (238) does not match GRN received quantity (213).
PO1114,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-05-31).
PO1114,Over-delivery,Total received quantity (213) exceeds ordered quantity (173).
PO1114,Total price discrepancy,Expected invoice amount (15057.92) does not match invoice amount (3250.62).
PO1115,ASN/GRN mismatch,ASN shipped quantity (221) does not match GRN received quantity (167).
PO1115,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-29).
PO1115,Over-delivery,Total received quantity (167) exceeds ordered quantity (86).
PO1115,Total price discrepancy,Expected invoice amount (7175.84) does not match invoice amount (9845.92).
PO1116,ASN/GRN mismatch,ASN shipped quantity (43) does not match GRN received quantity (54).
PO1116,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-01).
PO1116,Total price discrepancy,Expected invoice amount (10105.81) does not match invoice amount (7845.22).
PO1116,Under-delivery,Total received quantity (54) is less than ordered quantity (191).
PO1117,ASN/GRN mismatch,ASN shipped quantity (125) does not match GRN received quantity (66).
PO1117,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-31).
PO1117,Total price discrepancy,Expected invoice amount (73378.80) does not match invoice amount (4272.30).
PO1117,Under-delivery,Total received quantity (66) is less than ordered quantity (165).
PO1118,ASN/GRN mismatch,ASN shipped quantity (132) does not match GRN received quantity (93).
PO1118,Over-delivery,Total received quantity (93) exceeds ordered quantity (52).
PO1118,Total price discrepancy,Expected invoice amount (6906.12) does not match invoice amount (9585.82).
PO1119,ASN/GRN mismatch,ASN shipped quantity (432) does not match GRN received quantity (417).
PO1119,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-03).
PO1119,Over-delivery,Total received quantity (417) exceeds ordered quantity (158).
PO1119,Total price discrepancy,Expected invoice amount (53694.72) does not match invoice amount (4198.61).
PO1120,ASN/GRN mismatch,ASN shipped quantity (127) does not match GRN received quantity (39).
PO1120,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-18).
PO1120,Total price discrepancy,Expected invoice amount (13162.50) does not match invoice amount (3922.56).
PO1120,Under-delivery,Total received quantity (39) is less than ordered quantity (162).
PO1121,ASN/GRN mismatch,ASN shipped quantity (161) does not match GRN received quantity (306).
PO1121,Over-delivery,Total received quantity (306) exceeds ordered quantity (183).
PO1121,Total price discrepancy,Expected invoice amount (21606.81) does not match invoice amount (5525.27).
PO1122,ASN/GRN mismatch,ASN shipped quantity (196) does not match GRN received quantity (193).
PO1122,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-31).
PO1122,Over-delivery,Total received quantity (193) exceeds ordered quantity (68).
PO1122,Total price discrepancy,Expected invoice amount (6054.72) does not match invoice amount (3652.50).
PO1123,Missing GRN,No GRN record found for this PO.
PO1124,ASN/GRN mismatch,ASN shipped quantity (178) does not match GRN received quantity (319).
PO1124,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-26).
PO1124,Over-delivery,Total received quantity (319) exceeds ordered quantity (158).
PO1124,Total price discrepancy,Expected invoice amount (23257.60) does not match invoice amount (2989.87).
PO1125,ASN/GRN mismatch,ASN shipped quantity (259) does not match GRN received quantity (283).
PO1125,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-19).
PO1125,Over-delivery,Total received quantity (283) exceeds ordered quantity (159).
PO1125,Total price discrepancy,Expected invoice amount (53032.86) does not match invoice amount (5108.00).
PO1126,Missing GRN,No GRN record found for this PO.
PO1127,ASN/GRN mismatch,ASN shipped quantity (308) does not match GRN received quantity (246).
PO1127,Over-delivery,Total received quantity (246) exceeds ordered quantity (51).
PO1127,Total price discrepancy,Expected invoice amount (11989.08) does not match invoice amount (7751.11).
PO1128,ASN/GRN mismatch,ASN shipped quantity (112) does not match GRN received quantity (108).
PO1128,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-21).
PO1128,Over-delivery,Total received quantity (108) exceeds ordered quantity (70).
PO1128,Total price discrepancy,Expected invoice amount (31162.60) does not match invoice amount (8079.62).
PO1129,ASN/GRN mismatch,ASN shipped quantity (290) does not match GRN received quantity (217).
PO1129,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-08).
PO1129,Over-delivery,Total received quantity (217) exceeds ordered quantity (196).
PO1129,Total price discrepancy,Expected invoice amount (60023.04) does not match invoice amount (4018.63).
PO1130,ASN/GRN mismatch,ASN shipped quantity (114) does not match GRN received quantity (326).
PO1130,Over-delivery,Total received quantity (326) exceeds ordered quantity (50).
PO1130,Total price discrepancy,Expected invoice amount (16366.50) does not match invoice amount (9588.77).
PO1131,Missing GRN,No GRN record found for this PO.
PO1132,ASN/GRN mismatch,ASN shipped quantity (129) does not match GRN received quantity (109).
PO1132,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-24).
PO1132,Over-delivery,Total received quantity (109) exceeds ordered quantity (91).
PO1132,Total price discrepancy,Expected invoice amount (37373.70) does not match invoice amount (7318.99).
PO1133,ASN/GRN mismatch,ASN shipped quantity (112) does not match GRN received quantity (90).
PO1133,Total price discrepancy,Expected invoice amount (37916.72) does not match invoice amount (8043.48).
PO1133,Under-delivery,Total received quantity (90) is less than ordered quantity (124).
PO1134,Missing GRN,No GRN record found for this PO.
PO1135,ASN/GRN mismatch,ASN shipped quantity (148) does not match GRN received quantity (118).
PO1135,Over-delivery,Total received quantity (118) exceeds ordered quantity (93).
PO1135,Total price discrepancy,Expected invoice amount (20014.53) does not match invoice amount (8059.08).
PO1136,ASN/GRN mismatch,ASN shipped quantity (120) does not match GRN received quantity (132).
PO1136,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-20).
PO1136,Total price discrepancy,Expected invoice amount (34924.29) does not match invoice amount (2771.05).
PO1136,Under-delivery,Total received quantity (132) is less than ordered quantity (141).
PO1137,ASN/GRN mismatch,ASN shipped quantity (228) does not match GRN received quantity (429).
PO1137,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-05).
PO1137,Over-delivery,Total received quantity (429) exceeds ordered quantity (99).
PO1137,Total price discrepancy,Expected invoice amount (14396.58) does not match invoice amount (7362.12).
PO1138,Missing GRN,No GRN record found for this PO.
PO1139,Missing GRN,No GRN record found for this PO.
PO1140,Missing GRN,No GRN record found for this PO.
PO1141,ASN/GRN mismatch,ASN shipped quantity (122) does not match GRN received quantity (182).
PO1141,Over-delivery,Total received quantity (182) exceeds ordered quantity (141).
PO1141,Total price discrepancy,Expected invoice amount (12324.81) does not match invoice amount (6968.43).
PO1142,ASN/GRN mismatch,ASN shipped quantity (291) does not match GRN received quantity (198).
PO1142,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-13).
PO1142,Over-delivery,Total received quantity (198) exceeds ordered quantity (190).
PO1142,Total price discrepancy,Expected invoice amount (25123.70) does not match invoice amount (3724.12).
PO1143,Missing GRN,No GRN record found for this PO.
PO1144,Missing GRN,No GRN record found for this PO.
PO1145,Missing GRN,No GRN record found for this PO.
PO1146,Missing GRN,No GRN record found for this PO.
PO1147,ASN/GRN mismatch,ASN shipped quantity (171) does not match GRN received quantity (279).
PO1147,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).
PO1147,Over-delivery,Total received quantity (279) exceeds ordered quantity (83).
PO1147,Total price discrepancy,Expected invoice amount (26300.21) does not match invoice amount (1985.32).
PO1148,Missing GRN,No GRN record found for this PO.
PO1149,ASN/GRN mismatch,ASN shipped quantity (446) does not match GRN received quantity (386).
PO1149,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).
PO1149,Over-delivery,Total received quantity (386) exceeds ordered quantity (118).
PO1149,Total price discrepancy,Expected invoice amount (27416.12) does not match invoice amount (1061.53).
PO1150,ASN/GRN mismatch,ASN shipped quantity (163) does not match GRN received quantity (189).
PO1150,Over-delivery,Total received quantity (189) exceeds ordered quantity (65).
PO1150,Total price discrepancy,Expected invoice amount (11876.80) does not match invoice amount (2594.01).
PO1151,ASN/GRN mismatch,ASN shipped quantity (47) does not match GRN received quantity (88).
PO1151,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-09).
PO1151,Over-delivery,Total received quantity (88) exceeds ordered quantity (58).
PO1151,Total price discrepancy,Expected invoice amount (11198.06) does not match invoice amount (2705.46).
PO1152,ASN/GRN mismatch,ASN shipped quantity (94) does not match GRN received quantity (199).
PO1152,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-08-02).
PO1152,Over-delivery,Total received quantity (199) exceeds ordered quantity (171).
PO1152,Total price discrepancy,Expected invoice amount (42715.80) does not match invoice amount (4147.37).
PO1153,ASN/GRN mismatch,ASN shipped quantity (137) does not match GRN received quantity (64).
PO1153,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-17).
PO1153,Total price discrepancy,Expected invoice amount (68304.64) does not match invoice amount (4655.55).
PO1153,Under-delivery,Total received quantity (64) is less than ordered quantity (172).
PO1154,ASN/GRN mismatch,ASN shipped quantity (224) does not match GRN received quantity (104).
PO1154,Total price discrepancy,Expected invoice amount (68106.78) does not match invoice amount (7895.54).
PO1154,Under-delivery,Total received quantity (104) is less than ordered quantity (191).
PO1155,ASN/GRN mismatch,ASN shipped quantity (445) does not match GRN received quantity (553).
PO1155,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-17).
PO1155,Over-delivery,Total received quantity (553) exceeds ordered quantity (72).
