PO_ID,ASN/GRN mismatch,comments_ASN/GRN mismatch,Late delivery,comments_Late delivery,Missing GRN,comments_Missing GRN,No issues,comments_No issues,Over-delivery,comments_Over-delivery,Total price discrepancy,comments_Total price discrepancy,Under-delivery,comments_Under-delivery
PO1128,y,ASN shipped quantity (112) does not match GRN received quantity (108).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-21).,n,,n,,y,Total received quantity (108) exceeds ordered quantity (70).,y,Expected invoice amount (31162.60) does not match invoice amount (8079.62).,n,
PO1129,y,ASN shipped quantity (290) does not match GRN received quantity (217).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-08).,n,,n,,y,Total received quantity (217) exceeds ordered quantity (196).,y,Expected invoice amount (60023.04) does not match invoice amount (4018.63).,n,
PO1130,y,ASN shipped quantity (114) does not match GRN received quantity (326).,n,,n,,n,,y,Total received quantity (326) exceeds ordered quantity (50).,y,Expected invoice amount (16366.50) does not match invoice amount (9588.77).,n,
PO1131,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1132,y,ASN shipped quantity (129) does not match GRN received quantity (109).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-24).,n,,n,,y,Total received quantity (109) exceeds ordered quantity (91).,y,Expected invoice amount (37373.70) does not match invoice amount (7318.99).,n,
PO1133,y,ASN shipped quantity (112) does not match GRN received quantity (90).,n,,n,,n,,n,,y,Expected invoice amount (37916.72) does not match invoice amount (8043.48).,y,Total received quantity (90) is less than ordered quantity (124).
PO1134,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1135,y,ASN shipped quantity (148) does not match GRN received quantity (118).,n,,n,,n,,y,Total received quantity (118) exceeds ordered quantity (93).,y,Expected invoice amount (20014.53) does not match invoice amount (8059.08).,n,
PO1136,y,ASN shipped quantity (120) does not match GRN received quantity (132).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-20).,n,,n,,n,,y,Expected invoice amount (34924.29) does not match invoice amount (2771.05).,y,Total received quantity (132) is less than ordered quantity (141).
PO1137,y,ASN shipped quantity (228) does not match GRN received quantity (429).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-05).,n,,n,,y,Total received quantity (429) exceeds ordered quantity (99).,y,Expected invoice amount (14396.58) does not match invoice amount (7362.12).,n,
PO1138,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1139,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1140,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1141,y,ASN shipped quantity (122) does not match GRN received quantity (182).,n,,n,,n,,y,Total received quantity (182) exceeds ordered quantity (141).,y,Expected invoice amount (12324.81) does not match invoice amount (6968.43).,n,
PO1142,y,ASN shipped quantity (291) does not match GRN received quantity (198).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (198) exceeds ordered quantity (190).,y,Expected invoice amount (25123.70) does not match invoice amount (3724.12).,n,
PO1143,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1144,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1145,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1146,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1147,y,ASN shipped quantity (171) does not match GRN received quantity (279).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (279) exceeds ordered quantity (83).,y,Expected invoice amount (26300.21) does not match invoice amount (1985.32).,n,
PO1148,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1149,y,ASN shipped quantity (446) does not match GRN received quantity (386).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (386) exceeds ordered quantity (118).,y,Expected invoice amount (27416.12) does not match invoice amount (1061.53).,n,
PO1150,y,ASN shipped quantity (163) does not match GRN received quantity (189).,n,,n,,n,,y,Total received quantity (189) exceeds ordered quantity (65).,y,Expected invoice amount (11876.80) does not match invoice amount (2594.01).,n,
PO1151,y,ASN shipped quantity (47) does not match GRN received quantity (88).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-09).,n,,n,,y,Total received quantity (88) exceeds ordered quantity (58).,y,Expected invoice amount (11198.06) does not match invoice amount (2705.46).,n,
PO1152,y,ASN shipped quantity (94) does not match GRN received quantity (199).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-08-02).,n,,n,,y,Total received quantity (199) exceeds ordered quantity (171).,y,Expected invoice amount (42715.80) does not match invoice amount (4147.37).,n,
PO1153,y,ASN shipped quantity (137) does not match GRN received quantity (64).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-17).,n,,n,,n,,y,Expected invoice amount (68304.64) does not match invoice amount (4655.55).,y,Total received quantity (64) is less than ordered quantity (172).
PO1154,y,ASN shipped quantity (224) does not match GRN received quantity (104).,n,,n,,n,,n,,y,Expected invoice amount (68106.78) does not match invoice amount (7895.54).,y,Total received quantity (104) is less than ordered quantity (191).
PO1155,y,ASN shipped quantity (445) does not match GRN received quantity (553).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-17).,n,,n,,y,Total received quantity (553) exceeds ordered quantity (72).,y,Expected invoice amount (18015.84) does not match invoice amount (1049.20).,n,
PO1156,y,ASN shipped quantity (339) does not match GRN received quantity (233).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-06-30).,n,,n,,y,Total received quantity (233) exceeds ordered quantity (79).,y,Expected invoice amount (14554.96) does not match invoice amount (9526.11).,n,
PO1157,y,ASN shipped quantity (168) does not match GRN received quantity (159).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-16).,n,,n,,n,,y,Expected invoice amount (93032.28) does not match invoice amount (4027.64).,y,Total received quantity (159) is less than ordered quantity (198).
PO1158,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1159,y,ASN shipped quantity (57) does not match GRN received quantity (175).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-09).,n,,n,,y,Total received quantity (175) exceeds ordered quantity (120).,y,Expected invoice amount (27174.00) does not match invoice amount (9991.14).,n,
PO1160,y,ASN shipped quantity (415) does not match GRN received quantity (360).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-07).,n,,n,,y,Total received quantity (360) exceeds ordered quantity (70).,y,Expected invoice amount (10404.10) does not match invoice amount (9242.37).,n,
PO1161,y,ASN shipped quantity (179) does not match GRN received quantity (231).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-22).,n,,n,,y,Total received quantity (231) exceeds ordered quantity (74).,y,Expected invoice amount (5224.40) does not match invoice amount (2642.03).,n,
PO1162,y,ASN shipped quantity (128) does not match GRN received quantity (217).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-06).,n,,n,,y,Total received quantity (217) exceeds ordered quantity (118).,y,Expected invoice amount (14051.44) does not match invoice amount (6945.50).,n,
PO1163,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1164,y,ASN shipped quantity (112) does not match GRN received quantity (159).,y,Earliest received date (2025-08-16) is after the PO delivery date (2025-06-07).,n,,n,,y,Total received quantity (159) exceeds ordered quantity (131).,y,Expected invoice amount (8188.81) does not match invoice amount (3125.49).,n,
PO1165,y,ASN shipped quantity (54) does not match GRN received quantity (131).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-09).,n,,n,,y,Total received quantity (131) exceeds ordered quantity (109).,y,Expected invoice amount (14766.23) does not match invoice amount (5046.05).,n,
PO1166,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1167,y,ASN shipped quantity (345) does not match GRN received quantity (475).,n,,n,,n,,y,Total received quantity (475) exceeds ordered quantity (164).,y,Expected invoice amount (56566.88) does not match invoice amount (5687.62).,n,
PO1168,y,ASN shipped quantity (243) does not match GRN received quantity (239).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-06-12).,n,,n,,y,Total received quantity (239) exceeds ordered quantity (96).,y,Expected invoice amount (20074.56) does not match invoice amount (7441.49).,n,
PO1169,y,ASN shipped quantity (440) does not match GRN received quantity (371).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-06-28).,n,,n,,y,Total received quantity (371) exceeds ordered quantity (138).,y,Expected invoice amount (61080.18) does not match invoice amount (5850.83).,n,
PO1170,y,ASN shipped quantity (132) does not match GRN received quantity (163).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-18).,n,,n,,n,,y,Expected invoice amount (19780.80) does not match invoice amount (1712.02).,y,Total received quantity (163) is less than ordered quantity (195).
PO1171,y,ASN shipped quantity (178) does not match GRN received quantity (66).,n,,n,,n,,y,Total received quantity (66) exceeds ordered quantity (54).,y,Expected invoice amount (24288.66) does not match invoice amount (2120.06).,n,
PO1172,y,ASN shipped quantity (81) does not match GRN received quantity (126).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-03).,n,,n,,y,Total received quantity (126) exceeds ordered quantity (68).,y,Expected invoice amount (17912.56) does not match invoice amount (5450.06).,n,
PO1173,y,ASN shipped quantity (140) does not match GRN received quantity (129).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-16).,n,,n,,y,Total received quantity (129) exceeds ordered quantity (66).,y,Expected invoice amount (29426.10) does not match invoice amount (5276.68).,n,
PO1174,y,ASN shipped quantity (92) does not match GRN received quantity (151).,n,,n,,n,,y,Total received quantity (151) exceeds ordered quantity (104).,y,Expected invoice amount (9361.04) does not match invoice amount (2188.86).,n,
PO1175,y,ASN shipped quantity (67) does not match GRN received quantity (108).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-08-10).,n,,n,,n,,y,Expected invoice amount (70244.16) does not match invoice amount (6034.00).,y,Total received quantity (108) is less than ordered quantity (168).
PO1176,y,ASN shipped quantity (471) does not match GRN received quantity (356).,n,,n,,n,,y,Total received quantity (356) exceeds ordered quantity (167).,y,Expected invoice amount (21553.02) does not match invoice amount (9139.91).,n,
PO1177,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1178,y,ASN shipped quantity (76) does not match GRN received quantity (104).,y,Earliest received date (2025-08-15) is after the PO delivery date (2025-08-03).,n,,n,,y,Total received quantity (104) exceeds ordered quantity (100).,y,Expected invoice amount (34830.00) does not match invoice amount (6929.46).,n,
PO1179,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1180,y,ASN shipped quantity (580) does not match GRN received quantity (386).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-27).,n,,n,,y,Total received quantity (386) exceeds ordered quantity (54).,y,Expected invoice amount (10980.36) does not match invoice amount (8695.02).,n,
PO1181,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1182,y,ASN shipped quantity (91) does not match GRN received quantity (144).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-19).,n,,n,,n,,y,Expected invoice amount (69618.85) does not match invoice amount (5513.90).,y,Total received quantity (144) is less than ordered quantity (145).
PO1183,y,ASN shipped quantity (339) does not match GRN received quantity (290).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-22).,n,,n,,y,Total received quantity (290) exceeds ordered quantity (145).,y,Expected invoice amount (26333.45) does not match invoice amount (3652.03).,n,
PO1184,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1185,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1186,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1187,y,ASN shipped quantity (305) does not match GRN received quantity (475).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-09).,n,,n,,y,Total received quantity (475) exceeds ordered quantity (98).,y,Expected invoice amount (19356.96) does not match invoice amount (3988.49).,n,
PO1188,y,ASN shipped quantity (73) does not match GRN received quantity (107).,n,,n,,n,,y,Total received quantity (107) exceeds ordered quantity (84).,y,Expected invoice amount (16763.04) does not match invoice amount (6755.05).,n,
